daily-english-0053	eng	We review new words after dinner.
daily-english-0054	eng	They review new words after dinner.
daily-english-0055	eng	She reviews new words after dinner.
daily-english-0056	eng	I speak English during online lessons.
daily-english-0057	eng	You speak English during online lessons.
daily-english-0058	eng	We speak English during online lessons.
daily-english-0059	eng	They speak English during online lessons.
daily-english-0060	eng	She speaks English during online lessons.
daily-english-0061	eng	I use a dictionary when needed.
daily-english-0062	eng	You use a dictionary when needed.
daily-english-0063	eng	We use a dictionary when needed.
daily-english-0064	eng	They use a dictionary when needed.
daily-english-0065	eng	She uses a dictionary when needed.
daily-english-0066	eng	I check email after breakfast.
daily-english-0067	eng	You check email after breakfast.
daily-english-0068	eng	We check email after breakfast.
daily-english-0069	eng	They check email after breakfast.
daily-english-0070	eng	She checks email after breakfast.
daily-english-0071	eng	I plan the next day every evening.
daily-english-0072	eng	You plan the next day every evening.
daily-english-0073	eng	We plan the next day every evening.
daily-english-0074	eng	They plan the next day every evening.
daily-english-0075	eng	She plans the next day every evening.
daily-english-0076	eng	I start work at nine o'clock.
daily-english-0077	eng	You start work at nine o'clock.
daily-english-0078	eng	We start work at nine o'clock.
daily-english-0079	eng	They start work at nine o'clock.
daily-english-0080	eng	She starts work at nine o'clock.
daily-english-0081	eng	I finish work at six o'clock.
daily-english-0082	eng	You finish work at six o'clock.
daily-english-0083	eng	We finish work at six o'clock.
daily-english-0084	eng	They finish work at six o'clock.
daily-english-0085	eng	She finishes work at six o'clock.
daily-english-0086	eng	I take notes during lessons.
daily-english-0087	eng	You take notes during lessons.
daily-english-0088	eng	We take notes during lessons.
daily-english-0089	eng	They take notes during lessons.
daily-english-0090	eng	She takes notes during lessons.
daily-english-0091	eng	I make a weekly study plan.
daily-english-0092	eng	You make a weekly study plan.
daily-english-0093	eng	We make a weekly study plan.
daily-english-0094	eng	They make a weekly study plan.
daily-english-0095	eng	She makes a weekly study plan.
daily-english-0096	eng	I keep a vocabulary notebook.
daily-english-0097	eng	You keep a vocabulary notebook.
daily-english-0098	eng	We keep a vocabulary notebook.
daily-english-0099	eng	They keep a vocabulary notebook.
daily-english-0100	eng	She keeps a vocabulary notebook.
daily-english-0101	eng	I learn five new words each day.
daily-english-0102	eng	You learn five new words each day.
daily-english-0103	eng	We learn five new words each day.
daily-english-0104	eng	They learn five new words each day.
daily-english-0105	eng	She learns five new words each day.
daily-english-0106	eng	I repeat difficult phrases aloud.
daily-english-0107	eng	You repeat difficult phrases aloud.
daily-english-0108	eng	We repeat difficult phrases aloud.
daily-english-0109	eng	They repeat difficult phrases aloud.
daily-english-0110	eng	She repeats difficult phrases aloud.
daily-english-0111	eng	I answer practice questions after each lesson.
daily-english-0112	eng	You answer practice questions after each lesson.
daily-english-0113	eng	We answer practice questions after each lesson.
daily-english-0114	eng	They answer practice questions after each lesson.
daily-english-0115	eng	She answers practice questions after each lesson.
daily-english-0116	eng	I ask for help when something is unclear.
daily-english-0117	eng	You ask for help when something is unclear.
daily-english-0118	eng	We ask for help when something is unclear.
daily-english-0119	eng	They ask for help when something is unclear.
daily-english-0120	eng	She asks for help when something is unclear.
daily-english-0121	eng	I visit the library on Saturdays.
daily-english-0122	eng	You visit the library on Saturdays.
daily-english-0123	eng	We visit the library on Saturdays.
daily-english-0124	eng	They visit the library on Saturdays.
daily-english-0125	eng	She visits the library on Saturdays.
daily-english-0126	eng	I exercise before work.
daily-english-0127	eng	You exercise before work.
daily-english-0128	eng	We exercise before work.
daily-english-0129	eng	They exercise before work.
daily-english-0130	eng	She exercises before work.
daily-english-0131	eng	I play chess on weekends.
daily-english-0132	eng	You play chess on weekends.
daily-english-0133	eng	We play chess on weekends.
daily-english-0134	eng	They play chess on weekends.
daily-english-0135	eng	She plays chess on weekends.
daily-english-0136	eng	I clean the kitchen after dinner.
daily-english-0137	eng	You clean the kitchen after dinner.
daily-english-0138	eng	We clean the kitchen after dinner.
daily-english-0139	eng	They clean the kitchen after dinner.
daily-english-0140	eng	She cleans the kitchen after dinner.
daily-english-0141	eng	I call a friend every Sunday.
daily-english-0142	eng	You call a friend every Sunday.
daily-english-0143	eng	We call a friend every Sunday.
daily-english-0144	eng	They call a friend every Sunday.
daily-english-0145	eng	She calls a friend every Sunday.
daily-english-0146	eng	I buy fresh food at the market.
daily-english-0147	eng	You buy fresh food at the market.
daily-english-0148	eng	We buy fresh food at the market.
daily-english-0149	eng	They buy fresh food at the market.
daily-english-0150	eng	She buys fresh food at the market.
daily-english-0151	eng	I carry a water bottle to work.
daily-english-0152	eng	You carry a water bottle to work.
daily-english-0153	eng	We carry a water bottle to work.
daily-english-0154	eng	They carry a water bottle to work.
daily-english-0155	eng	She carries a water bottle to work.
daily-english-0156	eng	I drive to the office twice a week.
daily-english-0157	eng	You drive to the office twice a week.
daily-english-0158	eng	We drive to the office twice a week.
daily-english-0159	eng	They drive to the office twice a week.
daily-english-0160	eng	She drives to the office twice a week.
daily-english-0161	eng	I eat fruit with breakfast.
daily-english-0162	eng	You eat fruit with breakfast.
daily-english-0163	eng	We eat fruit with breakfast.
daily-english-0164	eng	They eat fruit with breakfast.
daily-english-0165	eng	She eats fruit with breakfast.
daily-english-0166	eng	I help a neighbor on weekends.
daily-english-0167	eng	You help a neighbor on weekends.
daily-english-0168	eng	We help a neighbor on weekends.
daily-english-0169	eng	They help a neighbor on weekends.
daily-english-0170	eng	She helps a neighbor on weekends.
daily-english-0171	eng	I leave home at eight o'clock.
daily-english-0172	eng	You leave home at eight o'clock.
daily-english-0173	eng	We leave home at eight o'clock.
daily-english-0174	eng	They leave home at eight o'clock.
daily-english-0175	eng	She leaves home at eight o'clock.
daily-english-0176	eng	I live near the city center.
daily-english-0177	eng	You live near the city center.
daily-english-0178	eng	We live near the city center.
daily-english-0179	eng	They live near the city center.
daily-english-0180	eng	She lives near the city center.
daily-english-0181	eng	I look at the lesson schedule each morning.
daily-english-0182	eng	You look at the lesson schedule each morning.
daily-english-0183	eng	We look at the lesson schedule each morning.
daily-english-0184	eng	They look at the lesson schedule each morning.
daily-english-0185	eng	She looks at the lesson schedule each morning.
daily-english-0186	eng	I need a quiet place to study.
daily-english-0187	eng	You need a quiet place to study.
daily-english-0188	eng	We need a quiet place to study.
daily-english-0189	eng	They need a quiet place to study.
daily-english-0190	eng	She needs a quiet place to study.
daily-english-0191	eng	I prefer short lessons in the evening.
daily-english-0192	eng	You prefer short lessons in the evening.
daily-english-0193	eng	We prefer short lessons in the evening.
daily-english-0194	eng	They prefer short lessons in the evening.
daily-english-0195	eng	She prefers short lessons in the evening.
daily-english-0196	eng	I remember new phrases more easily with examples.
daily-english-0197	eng	You remember new phrases more easily with examples.
daily-english-0198	eng	We remember new phrases more easily with examples.
daily-english-0199	eng	They remember new phrases more easily with examples.
daily-english-0200	eng	She remembers new phrases more easily with examples.
daily-english-0201	eng	I send a progress update every Friday.
daily-english-0202	eng	You send a progress update every Friday.
daily-english-0203	eng	We send a progress update every Friday.
daily-english-0204	eng	They send a progress update every Friday.
daily-english-0205	eng	She sends a progress update every Friday.
daily-english-0206	eng	I sleep eight hours most nights.
daily-english-0207	eng	You sleep eight hours most nights.
daily-english-0208	eng	We sleep eight hours most nights.
daily-english-0209	eng	They sleep eight hours most nights.
daily-english-0210	eng	She sleeps eight hours most nights.
daily-english-0211	eng	I take a short break every hour.
daily-english-0212	eng	You take a short break every hour.
daily-english-0213	eng	We take a short break every hour.
daily-english-0214	eng	They take a short break every hour.
daily-english-0215	eng	She takes a short break every hour.
daily-english-0216	eng	I talk to family after work.
daily-english-0217	eng	You talk to family after work.
daily-english-0218	eng	We talk to family after work.
daily-english-0219	eng	They talk to family after work.
daily-english-0220	eng	She talks to family after work.
daily-english-0221	eng	I track study time in a notebook.
daily-english-0222	eng	You track study time in a notebook.
daily-english-0223	eng	We track study time in a notebook.
daily-english-0224	eng	They track study time in a notebook.
daily-english-0225	eng	She tracks study time in a notebook.
daily-english-0226	eng	I wear headphones during listening practice.
daily-english-0227	eng	You wear headphones during listening practice.
daily-english-0228	eng	We wear headphones during listening practice.
daily-english-0229	eng	They wear headphones during listening practice.
daily-english-0230	eng	She wears headphones during listening practice.
daily-english-0231	eng	I enjoy quiet mornings at home.
daily-english-0232	eng	You enjoy quiet mornings at home.
daily-english-0233	eng	We enjoy quiet mornings at home.
daily-english-0234	eng	They enjoy quiet mornings at home.
daily-english-0235	eng	She enjoys quiet mornings at home.
daily-english-0236	eng	I find new examples in simple articles.
daily-english-0237	eng	You find new examples in simple articles.
daily-english-0238	eng	We find new examples in simple articles.
daily-english-0239	eng	They find new examples in simple articles.
daily-english-0240	eng	She finds new examples in simple articles.
daily-english-0241	eng	I follow a daily learning routine.
daily-english-0242	eng	You follow a daily learning routine.
daily-english-0243	eng	We follow a daily learning routine.
daily-english-0244	eng	They follow a daily learning routine.
daily-english-0245	eng	She follows a daily learning routine.
daily-english-0246	eng	I choose one main goal each week.
daily-english-0247	eng	You choose one main goal each week.
daily-english-0248	eng	We choose one main goal each week.
daily-english-0249	eng	They choose one main goal each week.
daily-english-0250	eng	She chooses one main goal each week.
daily-english-0251	eng	I do not work from home on weekdays.
daily-english-0252	eng	You do not work from home on weekdays.
daily-english-0253	eng	We do not work from home on weekdays.
daily-english-0254	eng	They do not work from home on weekdays.
daily-english-0255	eng	She does not work from home on weekdays.
daily-english-0256	eng	I do not study English every evening.
daily-english-0257	eng	You do not study English every evening.
daily-english-0258	eng	We do not study English every evening.
daily-english-0259	eng	They do not study English every evening.
daily-english-0260	eng	She does not study English every evening.
daily-english-0261	eng	I do not read the news before breakfast.
daily-english-0262	eng	You do not read the news before breakfast.
daily-english-0263	eng	We do not read the news before breakfast.
daily-english-0264	eng	They do not read the news before breakfast.
daily-english-0265	eng	She does not read the news before breakfast.
daily-english-0266	eng	I do not drink tea in the morning.
daily-english-0267	eng	You do not drink tea in the morning.
daily-english-0268	eng	We do not drink tea in the morning.
daily-english-0269	eng	They do not drink tea in the morning.
daily-english-0270	eng	She does not drink tea in the morning.
daily-english-0271	eng	I do not cook dinner at home.
daily-english-0272	eng	You do not cook dinner at home.
daily-english-0273	eng	We do not cook dinner at home.
daily-english-0274	eng	They do not cook dinner at home.
daily-english-0275	eng	She does not cook dinner at home.
daily-english-0276	eng	I do not walk to the office on Mondays.
daily-english-0277	eng	You do not walk to the office on Mondays.
daily-english-0278	eng	We do not walk to the office on Mondays.
daily-english-0279	eng	They do not walk to the office on Mondays.
daily-english-0280	eng	She does not walk to the office on Mondays.
daily-english-0281	eng	I do not watch a short lesson after lunch.
daily-english-0282	eng	You do not watch a short lesson after lunch.
daily-english-0283	eng	We do not watch a short lesson after lunch.
daily-english-0284	eng	They do not watch a short lesson after lunch.
daily-english-0285	eng	She does not watch a short lesson after lunch.
daily-english-0286	eng	I do not write in a journal before bed.
daily-english-0287	eng	You do not write in a journal before bed.
daily-english-0288	eng	We do not write in a journal before bed.
daily-english-0289	eng	They do not write in a journal before bed.
daily-english-0290	eng	She does not write in a journal before bed.
daily-english-0291	eng	I do not listen to English podcasts on the bus.
daily-english-0292	eng	You do not listen to English podcasts on the bus.
daily-english-0293	eng	We do not listen to English podcasts on the bus.
daily-english-0294	eng	They do not listen to English podcasts on the bus.
daily-english-0295	eng	She does not listen to English podcasts on the bus.
daily-english-0296	eng	I do not practice pronunciation every day.
daily-english-0297	eng	You do not practice pronunciation every day.
daily-english-0298	eng	We do not practice pronunciation every day.
daily-english-0299	eng	They do not practice pronunciation every day.
daily-english-0300	eng	She does not practice pronunciation every day.
daily-english-0301	eng	I do not review new words after dinner.
daily-english-0302	eng	You do not review new words after dinner.
daily-english-0303	eng	We do not review new words after dinner.
daily-english-0304	eng	They do not review new words after dinner.
daily-english-0305	eng	She does not review new words after dinner.
daily-english-0306	eng	I do not speak English during online lessons.
daily-english-0307	eng	You do not speak English during online lessons.
daily-english-0308	eng	We do not speak English during online lessons.
daily-english-0309	eng	They do not speak English during online lessons.
daily-english-0310	eng	She does not speak English during online lessons.
daily-english-0311	eng	I do not use a dictionary when needed.
daily-english-0312	eng	You do not use a dictionary when needed.
daily-english-0313	eng	We do not use a dictionary when needed.
daily-english-0314	eng	They do not use a dictionary when needed.
daily-english-0315	eng	She does not use a dictionary when needed.
daily-english-0316	eng	I do not check email after breakfast.
daily-english-0317	eng	You do not check email after breakfast.
daily-english-0318	eng	We do not check email after breakfast.
daily-english-0319	eng	They do not check email after breakfast.
daily-english-0320	eng	She does not check email after breakfast.
daily-english-0321	eng	I do not plan the next day every evening.
daily-english-0322	eng	You do not plan the next day every evening.
daily-english-0323	eng	We do not plan the next day every evening.
daily-english-0324	eng	They do not plan the next day every evening.
daily-english-0325	eng	She does not plan the next day every evening.
daily-english-0326	eng	I do not start work at nine o'clock.
daily-english-0327	eng	You do not start work at nine o'clock.
daily-english-0328	eng	We do not start work at nine o'clock.
daily-english-0329	eng	They do not start work at nine o'clock.
daily-english-0330	eng	She does not start work at nine o'clock.
daily-english-0331	eng	I do not finish work at six o'clock.
daily-english-0332	eng	You do not finish work at six o'clock.
daily-english-0333	eng	We do not finish work at six o'clock.
daily-english-0334	eng	They do not finish work at six o'clock.
daily-english-0335	eng	She does not finish work at six o'clock.
daily-english-0336	eng	I do not take notes during lessons.
daily-english-0337	eng	You do not take notes during lessons.
daily-english-0338	eng	We do not take notes during lessons.
daily-english-0339	eng	They do not take notes during lessons.
daily-english-0340	eng	She does not take notes during lessons.
daily-english-0341	eng	I do not make a weekly study plan.
daily-english-0342	eng	You do not make a weekly study plan.
daily-english-0343	eng	We do not make a weekly study plan.
daily-english-0344	eng	They do not make a weekly study plan.
daily-english-0345	eng	She does not make a weekly study plan.
daily-english-0346	eng	I do not keep a vocabulary notebook.
daily-english-0347	eng	You do not keep a vocabulary notebook.
daily-english-0348	eng	We do not keep a vocabulary notebook.
daily-english-0349	eng	They do not keep a vocabulary notebook.
daily-english-0350	eng	She does not keep a vocabulary notebook.
daily-english-0351	eng	I do not learn five new words each day.
daily-english-0352	eng	You do not learn five new words each day.
daily-english-0353	eng	We do not learn five new words each day.
daily-english-0354	eng	They do not learn five new words each day.
daily-english-0355	eng	She does not learn five new words each day.
daily-english-0356	eng	I do not repeat difficult phrases aloud.
daily-english-0357	eng	You do not repeat difficult phrases aloud.
daily-english-0358	eng	We do not repeat difficult phrases aloud.
daily-english-0359	eng	They do not repeat difficult phrases aloud.
daily-english-0360	eng	She does not repeat difficult phrases aloud.
daily-english-0361	eng	I do not answer practice questions after each lesson.
daily-english-0362	eng	You do not answer practice questions after each lesson.
daily-english-0363	eng	We do not answer practice questions after each lesson.
daily-english-0364	eng	They do not answer practice questions after each lesson.
daily-english-0365	eng	She does not answer practice questions after each lesson.
daily-english-0366	eng	I do not ask for help when something is unclear.
daily-english-0367	eng	You do not ask for help when something is unclear.
daily-english-0368	eng	We do not ask for help when something is unclear.
daily-english-0369	eng	They do not ask for help when something is unclear.
daily-english-0370	eng	She does not ask for help when something is unclear.
daily-english-0371	eng	I do not visit the library on Saturdays.
daily-english-0372	eng	You do not visit the library on Saturdays.
daily-english-0373	eng	We do not visit the library on Saturdays.
daily-english-0374	eng	They do not visit the library on Saturdays.
daily-english-0375	eng	She does not visit the library on Saturdays.
daily-english-0376	eng	Do I exercise before work?
daily-english-0377	eng	Do you exercise before work?
daily-english-0378	eng	Do we exercise before work?
daily-english-0379	eng	Do they exercise before work?
daily-english-0380	eng	Does she exercise before work?
daily-english-0381	eng	Do I play chess on weekends?
daily-english-0382	eng	Do you play chess on weekends?
daily-english-0383	eng	Do we play chess on weekends?
daily-english-0384	eng	Do they play chess on weekends?
daily-english-0385	eng	Does she play chess on weekends?
daily-english-0386	eng	Do I clean the kitchen after dinner?
daily-english-0387	eng	Do you clean the kitchen after dinner?
daily-english-0388	eng	Do we clean the kitchen after dinner?
daily-english-0389	eng	Do they clean the kitchen after dinner?
daily-english-0390	eng	Does she clean the kitchen after dinner?
daily-english-0391	eng	Do I call a friend every Sunday?
daily-english-0392	eng	Do you call a friend every Sunday?
daily-english-0393	eng	Do we call a friend every Sunday?
daily-english-0394	eng	Do they call a friend every Sunday?
daily-english-0395	eng	Does she call a friend every Sunday?
daily-english-0396	eng	Do I buy fresh food at the market?
daily-english-0397	eng	Do you buy fresh food at the market?
daily-english-0398	eng	Do we buy fresh food at the market?
daily-english-0399	eng	Do they buy fresh food at the market?
daily-english-0400	eng	Does she buy fresh food at the market?
daily-english-0401	eng	Do I carry a water bottle to work?
daily-english-0402	eng	Do you carry a water bottle to work?
daily-english-0403	eng	Do we carry a water bottle to work?
daily-english-0404	eng	Do they carry a water bottle to work?
daily-english-0405	eng	Does she carry a water bottle to work?
daily-english-0406	eng	Do I drive to the office twice a week?
daily-english-0407	eng	Do you drive to the office twice a week?
daily-english-0408	eng	Do we drive to the office twice a week?
daily-english-0409	eng	Do they drive to the office twice a week?
daily-english-0410	eng	Does she drive to the office twice a week?
daily-english-0411	eng	Do I eat fruit with breakfast?
daily-english-0412	eng	Do you eat fruit with breakfast?
daily-english-0413	eng	Do we eat fruit with breakfast?
daily-english-0414	eng	Do they eat fruit with breakfast?
daily-english-0415	eng	Does she eat fruit with breakfast?
daily-english-0416	eng	Do I help a neighbor on weekends?
daily-english-0417	eng	Do you help a neighbor on weekends?
daily-english-0418	eng	Do we help a neighbor on weekends?
daily-english-0419	eng	Do they help a neighbor on weekends?
daily-english-0420	eng	Does she help a neighbor on weekends?
daily-english-0421	eng	Do I leave home at eight o'clock?
daily-english-0422	eng	Do you leave home at eight o'clock?
daily-english-0423	eng	Do we leave home at eight o'clock?
daily-english-0424	eng	Do they leave home at eight o'clock?
daily-english-0425	eng	Does she leave home at eight o'clock?
daily-english-0426	eng	Do I live near the city center?
daily-english-0427	eng	Do you live near the city center?
daily-english-0428	eng	Do we live near the city center?
daily-english-0429	eng	Do they live near the city center?
daily-english-0430	eng	Does she live near the city center?
daily-english-0431	eng	Do I look at the lesson schedule each morning?
daily-english-0432	eng	Do you look at the lesson schedule each morning?
daily-english-0433	eng	Do we look at the lesson schedule each morning?
daily-english-0434	eng	Do they look at the lesson schedule each morning?
daily-english-0435	eng	Does she look at the lesson schedule each morning?
daily-english-0436	eng	Do I need a quiet place to study?
daily-english-0437	eng	Do you need a quiet place to study?
daily-english-0438	eng	Do we need a quiet place to study?
daily-english-0439	eng	Do they need a quiet place to study?
daily-english-0440	eng	Does she need a quiet place to study?
daily-english-0441	eng	Do I prefer short lessons in the evening?
daily-english-0442	eng	Do you prefer short lessons in the evening?
daily-english-0443	eng	Do we prefer short lessons in the evening?
daily-english-0444	eng	Do they prefer short lessons in the evening?
daily-english-0445	eng	Does she prefer short lessons in the evening?
daily-english-0446	eng	Do I remember new phrases more easily with examples?
daily-english-0447	eng	Do you remember new phrases more easily with examples?
daily-english-0448	eng	Do we remember new phrases more easily with examples?
daily-english-0449	eng	Do they remember new phrases more easily with examples?
daily-english-0450	eng	Does she remember new phrases more easily with examples?
daily-english-0451	eng	Do I send a progress update every Friday?
daily-english-0452	eng	Do you send a progress update every Friday?
daily-english-0453	eng	Do we send a progress update every Friday?
daily-english-0454	eng	Do they send a progress update every Friday?
daily-english-0455	eng	Does she send a progress update every Friday?
daily-english-0456	eng	Do I sleep eight hours most nights?
daily-english-0457	eng	Do you sleep eight hours most nights?
daily-english-0458	eng	Do we sleep eight hours most nights?
daily-english-0459	eng	Do they sleep eight hours most nights?
daily-english-0460	eng	Does she sleep eight hours most nights?
daily-english-0461	eng	Do I take a short break every hour?
daily-english-0462	eng	Do you take a short break every hour?
daily-english-0463	eng	Do we take a short break every hour?
daily-english-0464	eng	Do they take a short break every hour?
daily-english-0465	eng	Does she take a short break every hour?
daily-english-0466	eng	Do I talk to family after work?
daily-english-0467	eng	Do you talk to family after work?
daily-english-0468	eng	Do we talk to family after work?
daily-english-0469	eng	Do they talk to family after work?
daily-english-0470	eng	Does she talk to family after work?
daily-english-0471	eng	Do I track study time in a notebook?
daily-english-0472	eng	Do you track study time in a notebook?
daily-english-0473	eng	Do we track study time in a notebook?
daily-english-0474	eng	Do they track study time in a notebook?
daily-english-0475	eng	Does she track study time in a notebook?
daily-english-0476	eng	Do I wear headphones during listening practice?
daily-english-0477	eng	Do you wear headphones during listening practice?
daily-english-0478	eng	Do we wear headphones during listening practice?
daily-english-0479	eng	Do they wear headphones during listening practice?
daily-english-0480	eng	Does she wear headphones during listening practice?
daily-english-0481	eng	Do I enjoy quiet mornings at home?
daily-english-0482	eng	Do you enjoy quiet mornings at home?
daily-english-0483	eng	Do we enjoy quiet mornings at home?
daily-english-0484	eng	Do they enjoy quiet mornings at home?
daily-english-0485	eng	Does she enjoy quiet mornings at home?
daily-english-0486	eng	Do I find new examples in simple articles?
daily-english-0487	eng	Do you find new examples in simple articles?
daily-english-0488	eng	Do we find new examples in simple articles?
daily-english-0489	eng	Do they find new examples in simple articles?
daily-english-0490	eng	Does she find new examples in simple articles?
daily-english-0491	eng	Do I follow a daily learning routine?
daily-english-0492	eng	Do you follow a daily learning routine?
daily-english-0493	eng	Do we follow a daily learning routine?
daily-english-0494	eng	Do they follow a daily learning routine?
daily-english-0495	eng	Does she follow a daily learning routine?
daily-english-0496	eng	Do I choose one main goal each week?
daily-english-0497	eng	Do you choose one main goal each week?
daily-english-0498	eng	Do we choose one main goal each week?
daily-english-0499	eng	Do they choose one main goal each week?
daily-english-0500	eng	Does she choose one main goal each week?
daily-english-0501	eng	I am working on an English exercise right now.
daily-english-0502	eng	You are working on an English exercise at the moment.
daily-english-0503	eng	We are working on an English exercise today.
daily-english-0504	eng	They are working on an English exercise this week.
daily-english-0505	eng	She is working on an English exercise now.
daily-english-0506	eng	I am studying a new grammar rule right now.
daily-english-0507	eng	You are studying a new grammar rule at the moment.
daily-english-0508	eng	We are studying a new grammar rule today.
daily-english-0509	eng	They are studying a new grammar rule this week.
daily-english-0510	eng	She is studying a new grammar rule now.
daily-english-0511	eng	I am reading a short article right now.
daily-english-0512	eng	You are reading a short article at the moment.
daily-english-0513	eng	We are reading a short article today.
daily-english-0514	eng	They are reading a short article this week.
daily-english-0515	eng	She is reading a short article now.
daily-english-0516	eng	I am writing a diary entry right now.
daily-english-0517	eng	You are writing a diary entry at the moment.
daily-english-0518	eng	We are writing a diary entry today.
daily-english-0519	eng	They are writing a diary entry this week.
daily-english-0520	eng	She is writing a diary entry now.
daily-english-0521	eng	I am listening to an English podcast right now.
daily-english-0522	eng	You are listening to an English podcast at the moment.
daily-english-0523	eng	We are listening to an English podcast today.
daily-english-0524	eng	They are listening to an English podcast this week.
daily-english-0525	eng	She is listening to an English podcast now.
daily-english-0526	eng	I am practicing pronunciation right now.
daily-english-0527	eng	You are practicing pronunciation at the moment.
daily-english-0528	eng	We are practicing pronunciation today.
daily-english-0529	eng	They are practicing pronunciation this week.
daily-english-0530	eng	She is practicing pronunciation now.
daily-english-0531	eng	I am reviewing the vocabulary list right now.
daily-english-0532	eng	You are reviewing the vocabulary list at the moment.
daily-english-0533	eng	We are reviewing the vocabulary list today.
daily-english-0534	eng	They are reviewing the vocabulary list this week.
daily-english-0535	eng	She is reviewing the vocabulary list now.
daily-english-0536	eng	I am speaking with a language partner right now.
daily-english-0537	eng	You are speaking with a language partner at the moment.
daily-english-0538	eng	We are speaking with a language partner today.
daily-english-0539	eng	They are speaking with a language partner this week.
daily-english-0540	eng	She is speaking with a language partner now.
daily-english-0541	eng	I am watching a pronunciation video right now.
daily-english-0542	eng	You are watching a pronunciation video at the moment.
daily-english-0543	eng	We are watching a pronunciation video today.
daily-english-0544	eng	They are watching a pronunciation video this week.
daily-english-0545	eng	She is watching a pronunciation video now.
daily-english-0546	eng	I am taking notes right now.
daily-english-0547	eng	You are taking notes at the moment.
daily-english-0548	eng	We are taking notes today.
daily-english-0549	eng	They are taking notes this week.
daily-english-0550	eng	She is taking notes now.
daily-english-0551	eng	I am making a study plan right now.
daily-english-0552	eng	You are making a study plan at the moment.
daily-english-0553	eng	We are making a study plan today.
daily-english-0554	eng	They are making a study plan this week.
daily-english-0555	eng	She is making a study plan now.
daily-english-0556	eng	I am preparing dinner right now.
daily-english-0557	eng	You are preparing dinner at the moment.
daily-english-0558	eng	We are preparing dinner today.
daily-english-0559	eng	They are preparing dinner this week.
daily-english-0560	eng	She is preparing dinner now.
daily-english-0561	eng	I am cooking a new recipe right now.
daily-english-0562	eng	You are cooking a new recipe at the moment.
daily-english-0563	eng	We are cooking a new recipe today.
daily-english-0564	eng	They are cooking a new recipe this week.
daily-english-0565	eng	She is cooking a new recipe now.
daily-english-0566	eng	I am walking home right now.
daily-english-0567	eng	You are walking home at the moment.
daily-english-0568	eng	We are walking home today.
daily-english-0569	eng	They are walking home this week.
daily-english-0570	eng	She is walking home now.
daily-english-0571	eng	I am driving to the office right now.
daily-english-0572	eng	You are driving to the office at the moment.
daily-english-0573	eng	We are driving to the office today.
daily-english-0574	eng	They are driving to the office this week.
daily-english-0575	eng	She is driving to the office now.
daily-english-0576	eng	I am waiting for the bus right now.
daily-english-0577	eng	You are waiting for the bus at the moment.
daily-english-0578	eng	We are waiting for the bus today.
daily-english-0579	eng	They are waiting for the bus this week.
daily-english-0580	eng	She is waiting for the bus now.
daily-english-0581	eng	I am talking to a friend right now.
daily-english-0582	eng	You are talking to a friend at the moment.
daily-english-0583	eng	We are talking to a friend today.
daily-english-0584	eng	They are talking to a friend this week.
daily-english-0585	eng	She is talking to a friend now.
